client_id,calls_6_month,logons_6_month,Variation
6007709,6.0,9.0,Test
1826856,2.0,5.0,Test
3454682,0.0,4.0,Test
747109,1.0,4.0,Test
1152348,4.0,7.0,Test
6921974,4.0,7.0,Test
8280249,5.0,8.0,Test
2255252,4.0,7.0,Control
5296568,1.0,4.0,Test
8242900,0.0,3.0,Test
4313666,2.0,5.0,Test
8048762,1.0,4.0,Test
6142369,0.0,3.0,Test
339396,5.0,8.0,Control
688969,6.0,9.0,Control
7496027,3.0,6.0,Control
5968143,2.0,5.0,Test
8842965,0.0,3.0,Test
6844152,3.0,6.0,Test
5890673,2.0,5.0,Test
2117618,6.0,9.0,Test
1474348,6.0,9.0,Test
6626778,6.0,9.0,Control
2708760,5.0,8.0,Control
5452857,6.0,9.0,Test
4300134,6.0,9.0,Control
7846713,3.0,6.0,Control
9171660,2.0,5.0,Test
1994865,1.0,4.0,Control
2250711,2.0,5.0,Test
7994409,0.0,3.0,Test
6913058,3.0,6.0,Control
8084297,6.0,9.0,Control
1805960,5.0,8.0,Test
5342133,4.0,7.0,Control
3750864,6.0,9.0,Control
1875252,1.0,4.0,Test
1453196,2.0,5.0,Control
9475241,5.0,8.0,Control
4468636,2.0,5.0,Test
30318,4.0,7.0,Test
1855398,1.0,4.0,Control
3893853,2.0,5.0,Control
7702765,5.0,8.0,Test
5824205,5.0,8.0,Control
3339371,4.0,7.0,Test
1697554,6.0,9.0,Test
4907562,3.0,6.0,Test
6601110,6.0,9.0,Control
6045574,2.0,5.0,Test
2062199,3.0,6.0,Control
3195135,0.0,3.0,Test
7684461,3.0,6.0,Control
8117339,6.0,9.0,Control
7201739,1.0,4.0,Control
134207,2.0,5.0,Control
7015011,0.0,3.0,Control
3059043,0.0,3.0,Test
5908485,2.0,5.0,Test
2056799,3.0,6.0,Test
9706311,2.0,5.0,Test
6932709,3.0,6.0,Test
4312279,1.0,4.0,Test
1406173,6.0,9.0,Control
3084733,0.0,3.0,Control
3421838,6.0,9.0,Control
8809906,6.0,9.0,Control
841738,1.0,4.0,Test
3133540,5.0,8.0,Test
1319308,4.0,7.0,Test
6093224,6.0,9.0,Test
546146,5.0,8.0,Control
2508419,0.0,3.0,Control
1986539,2.0,5.0,Control
1523157,2.0,5.0,Test
4455369,3.0,6.0,Test
4569606,6.0,9.0,Control
398317,6.0,9.0,Test
2163213,6.0,9.0,Test
6984985,2.0,5.0,Control
9372934,5.0,8.0,Test
1332220,4.0,7.0,Control
9012525,0.0,3.0,Control
1076673,1.0,4.0,Test
4285905,2.0,5.0,Test
2200779,4.0,7.0,Test
697065,4.0,8.0,Control
9018854,6.0,9.0,Control
8931027,3.0,6.0,Control
2337168,6.0,9.0,Control
6446147,2.0,5.0,Control
789614,0.0,3.0,Test
9118928,4.0,7.0,Test
4754533,5.0,8.0,Control
2129470,6.0,9.0,Test
2590530,1.0,4.0,Test
2285999,4.0,7.0,Test
7670919,3.0,6.0,Control
9959486,2.0,5.0,Control
8198208,0.0,4.0,Test
8811666,1.0,4.0,Control
9516750,6.0,9.0,Test
126893,3.0,6.0,Control
6011700,2.0,5.0,Test
6288928,2.0,5.0,Test
1848239,0.0,3.0,Test
522064,6.0,9.0,Control
6215200,2.0,5.0,Test
8568486,1.0,4.0,Control
3486910,1.0,4.0,Test
2742926,2.0,5.0,Test
6189211,2.0,5.0,Test
7074277,1.0,4.0,Control
9174199,1.0,4.0,Test
9040143,0.0,4.0,Test
8397383,4.0,7.0,Test
106102,0.0,3.0,Test
6889564,6.0,9.0,Control
3607018,5.0,8.0,Test
6677009,6.0,9.0,Test
3003746,5.0,8.0,Control
401260,4.0,7.0,Test
4239876,1.0,4.0,Control
4339704,4.0,7.0,Control
6501568,5.0,8.0,Test
7785053,3.0,6.0,Test
3502601,6.0,9.0,Control
4434158,6.0,9.0,Control
4859942,1.0,4.0,Test
9439137,1.0,4.0,Test
5598376,2.0,5.0,Test
5923455,1.0,4.0,Test
4069319,0.0,3.0,Control
3679635,2.0,5.0,Test
7072688,3.0,6.0,Control
6793703,6.0,9.0,Test
9999009,6.0,9.0,Test
1159992,6.0,9.0,Control
2337117,1.0,4.0,Test
6810824,6.0,9.0,Control
9913793,1.0,4.0,Test
5291166,3.0,6.0,Control
1495689,6.0,9.0,Control
9378588,6.0,9.0,Test
4469222,2.0,6.0,Control
2796926,4.0,7.0,Test
7218255,3.0,6.0,Test
8553502,3.0,6.0,Test
7654648,0.0,3.0,Test
1919830,2.0,5.0,Control
807572,0.0,3.0,Test
1390689,5.0,8.0,Control
5155639,1.0,4.0,Control
4749886,1.0,4.0,Test
4864953,0.0,3.0,Test
5283474,6.0,9.0,Control
2959782,3.0,6.0,Control
5716664,6.0,9.0,Test
5508268,0.0,3.0,Control
8360200,5.0,8.0,Test
5318448,2.0,5.0,Control
8355253,0.0,3.0,Test
4355587,0.0,3.0,Test
1780732,3.0,6.0,Control
6971271,0.0,3.0,Test
3100744,1.0,4.0,Control
6744155,6.0,9.0,Test
7591418,2.0,5.0,Control
9253216,0.0,3.0,Test
4555156,6.0,9.0,Control
1588483,6.0,9.0,Control
3206719,2.0,6.0,Control
7403377,1.0,4.0,Control
4229616,2.0,5.0,Test
3782368,1.0,4.0,Test
2677984,1.0,4.0,Test
3797711,6.0,9.0,Control
7590837,0.0,3.0,Control
6934991,1.0,4.0,Test
796776,2.0,5.0,Control
3676884,1.0,4.0,Test
3334550,6.0,9.0,Control
7017800,1.0,4.0,Control
1619016,3.0,6.0,Test
7299097,6.0,9.0,Test
8813088,6.0,9.0,Control
9513705,6.0,9.0,Test
4193596,2.0,5.0,Test
2144401,2.0,5.0,Control
1886884,4.0,7.0,Test
8253426,3.0,6.0,Test
817525,2.0,5.0,Test
2658770,3.0,6.0,Test
3708511,6.0,9.0,Test
619342,6.0,9.0,Control
2957105,0.0,3.0,Test
6773463,2.0,5.0,Test
6834993,1.0,4.0,Test
7810283,2.0,5.0,Control
1113765,1.0,4.0,Control
2024626,6.0,9.0,Test
4555363,6.0,9.0,Test
8883914,2.0,5.0,Control
8690549,1.0,5.0,Test
24703,6.0,9.0,Test
1776535,6.0,9.0,Control
5768394,1.0,5.0,Test
296154,0.0,3.0,Control
3059335,2.0,5.0,Test
9700462,6.0,9.0,Control
9513138,1.0,4.0,Control
9037718,4.0,7.0,Test
7262069,0.0,3.0,Control
7944080,2.0,5.0,Test
945979,1.0,4.0,Test
2398023,4.0,7.0,Control
9706879,6.0,9.0,Control
7358716,1.0,4.0,Test
2828096,3.0,6.0,Control
5125059,3.0,6.0,Control
4683103,1.0,4.0,Control
2888391,6.0,9.0,Control
1845380,1.0,4.0,Control
3412278,2.0,5.0,Test
7851703,3.0,6.0,Control
6884826,1.0,4.0,Control
2301328,6.0,9.0,Test
7270244,1.0,4.0,Test
7210592,6.0,9.0,Test
2825450,3.0,6.0,Test
2186741,5.0,8.0,Control
9235498,5.0,8.0,Control
7337185,6.0,9.0,Test
5402972,3.0,6.0,Control
3266922,6.0,9.0,Test
4425819,1.0,4.0,Test
2082621,3.0,6.0,Test
5892025,2.0,5.0,Test
960482,2.0,5.0,Test
9976578,0.0,3.0,Test
5529655,1.0,4.0,Control
2982359,6.0,9.0,Test
8871492,0.0,3.0,Control
8753015,6.0,9.0,Test
2819703,6.0,9.0,Test
1593738,1.0,4.0,Test
7064471,6.0,9.0,Test
5406971,2.0,5.0,Control
7906156,3.0,6.0,Control
7995189,2.0,5.0,Test
661527,1.0,4.0,Control
3752798,0.0,3.0,Control
4936026,0.0,3.0,Control
9284705,4.0,7.0,Control
7095531,5.0,8.0,Test
5966969,2.0,6.0,Test
4456068,0.0,3.0,Test
6104189,0.0,3.0,Test
2052549,6.0,9.0,Control
4071978,6.0,9.0,Control
6832055,4.0,7.0,Control
3153502,2.0,5.0,Test
7968399,5.0,8.0,Control
257907,6.0,9.0,Test
1088380,3.0,6.0,Test
2286665,2.0,5.0,Test
2497100,4.0,7.0,Test
9730778,6.0,9.0,Test
9985540,4.0,7.0,Test
7752766,1.0,4.0,Control
752336,0.0,3.0,Control
7337790,6.0,9.0,Test
3559045,3.0,6.0,Test
402340,1.0,4.0,Test
4950260,0.0,3.0,Test
7306064,2.0,5.0,Test
6766816,1.0,4.0,Test
8571229,5.0,8.0,Control
1772874,0.0,3.0,Test
1046468,6.0,9.0,Control
2196547,6.0,9.0,Test
4874967,6.0,9.0,Control
5698498,1.0,4.0,Control
3651919,2.0,5.0,Test
6192754,1.0,4.0,Test
5835214,0.0,3.0,Control
8556712,5.0,8.0,Control
6233051,1.0,4.0,Control
6227535,6.0,9.0,Control
6459655,1.0,4.0,Control
2058100,6.0,9.0,Test
7620270,1.0,4.0,Test
6754811,3.0,6.0,Control
2619494,2.0,5.0,Control
5623304,4.0,7.0,Control
4700785,4.0,7.0,Control
9165389,6.0,9.0,Test
6075960,0.0,3.0,Control
4465005,1.0,4.0,Control
7151779,1.0,4.0,Test
1919426,1.0,4.0,Test
5641834,0.0,3.0,Control
1993765,3.0,6.0,Control
7256667,6.0,9.0,Control
5763636,6.0,9.0,Test
8031992,4.0,7.0,Control
2100966,2.0,5.0,Control
8602025,0.0,3.0,Control
5433214,6.0,9.0,Control
4040609,1.0,4.0,Control
7248314,2.0,5.0,Test
478733,5.0,8.0,Test
5281715,0.0,3.0,Test
880925,6.0,9.0,Test
3599132,2.0,5.0,Test
1842789,6.0,9.0,Test
2759407,6.0,9.0,Test
7342784,0.0,3.0,Control
5647189,3.0,6.0,Test
9471545,4.0,7.0,Control
1498398,1.0,4.0,Test
7162494,2.0,5.0,Control
6862164,6.0,9.0,Test
7858061,5.0,8.0,Test
6218530,4.0,7.0,Test
613899,2.0,5.0,Test
5112974,6.0,9.0,Test
4256779,4.0,7.0,Control
6730752,4.0,7.0,Control
7645385,6.0,9.0,Test
7496689,3.0,6.0,Test
8807704,0.0,3.0,Control
9436400,6.0,9.0,Control
8699930,1.0,4.0,Control
4008835,4.0,7.0,Test
8390524,5.0,8.0,Control
7631686,0.0,3.0,Test
6278306,6.0,9.0,Control
189053,1.0,4.0,Control
9690885,5.0,8.0,Test
5304250,0.0,3.0,Test
6461112,4.0,7.0,Test
9489902,3.0,6.0,Control
5385254,0.0,3.0,Test
4582201,0.0,3.0,Control
5817393,3.0,6.0,Control
9534176,2.0,5.0,Control
5319806,6.0,9.0,Control
6367259,6.0,9.0,Test
6305131,4.0,7.0,Test
1313437,3.0,6.0,Test
4253645,1.0,4.0,Test
4965124,3.0,6.0,Control
9666293,1.0,5.0,Control
6623011,6.0,9.0,Test
5305228,5.0,8.0,Test
905755,6.0,9.0,Control
9806438,4.0,7.0,Test
8287502,6.0,9.0,Control
2694432,6.0,9.0,Test
8315555,6.0,9.0,Control
7032639,3.0,6.0,Control
1447028,1.0,4.0,Control
5188022,6.0,9.0,Control
3011265,2.0,5.0,Control
7263978,1.0,4.0,Control
9317920,4.0,7.0,Test
4031135,6.0,9.0,Test
5871351,1.0,4.0,Test
3178274,0.0,3.0,Test
3118518,6.0,9.0,Test
5181738,1.0,4.0,Test
8299838,0.0,4.0,Control
4839015,0.0,3.0,Control
7655415,1.0,4.0,Control
1022220,3.0,6.0,Control
6466884,6.0,9.0,Control
6980485,2.0,5.0,Test
5317123,4.0,7.0,Control
447494,6.0,9.0,Control
4447831,5.0,8.0,Test
8622690,3.0,6.0,Control
4829289,1.0,6.0,Test
2938439,6.0,9.0,Control
4929063,1.0,4.0,Test
2838884,0.0,3.0,Test
3474009,3.0,6.0,Control
5564255,1.0,4.0,Test
821726,1.0,4.0,Control
9169849,0.0,3.0,Test
5301754,4.0,7.0,Test
7680560,0.0,3.0,Control
4015484,0.0,3.0,Control
767670,4.0,7.0,Control
1919224,0.0,3.0,Control
6156275,6.0,9.0,Control
6310687,4.0,8.0,Test
8063914,4.0,7.0,Control
116682,2.0,6.0,Control
9789879,4.0,8.0,Control
8134743,1.0,4.0,Test
8683530,3.0,6.0,Test
6899350,4.0,7.0,Control
2261960,6.0,9.0,Test
700043,3.0,6.0,Control
4981705,6.0,9.0,Test
3364041,6.0,9.0,Test
8690868,0.0,3.0,Control
8017988,0.0,3.0,Test
1648441,4.0,7.0,Control
5673081,6.0,9.0,Test
6244101,3.0,6.0,Test
5506805,4.0,7.0,Test
940063,0.0,3.0,Control
8110362,2.0,6.0,Test
4826778,1.0,4.0,Control
1180758,4.0,7.0,Test
5404870,2.0,6.0,Test
7539129,6.0,9.0,Control
3265995,1.0,4.0,Control
3983430,6.0,9.0,Control
1300694,5.0,8.0,Test
8875616,6.0,9.0,Control
6623167,4.0,7.0,Control
4954273,3.0,6.0,Control
9656018,4.0,7.0,Control
728512,2.0,5.0,Control
7723001,0.0,3.0,Test
9747532,6.0,9.0,Control
385802,4.0,7.0,Test
846090,6.0,9.0,Test
5308745,5.0,8.0,Test
8318115,6.0,9.0,Test
9725500,1.0,4.0,Test
2795142,2.0,5.0,Control
6156120,2.0,5.0,Control
5151955,1.0,4.0,Test
3368135,4.0,7.0,Control
7570389,0.0,3.0,Test
5679620,2.0,5.0,Test
2432412,0.0,3.0,Test
4224761,6.0,9.0,Test
6934783,4.0,7.0,Test
2280986,0.0,3.0,Test
6421319,1.0,4.0,Control
3033824,6.0,9.0,Test
6451488,5.0,8.0,Control
4546343,6.0,9.0,Test
3398547,6.0,9.0,Control
27764,1.0,4.0,Test
7141663,3.0,6.0,Test
4600680,6.0,9.0,Test
3047925,5.0,8.0,Test
2787388,2.0,5.0,Control
8287001,6.0,9.0,Control
3060121,2.0,5.0,Control
5661948,6.0,9.0,Test
657941,1.0,4.0,Control
8461220,6.0,9.0,Test
3935621,6.0,9.0,Control
8397148,4.0,7.0,Test
9643123,3.0,7.0,Control
695200,2.0,5.0,Test
2700187,6.0,9.0,Control
7226534,3.0,6.0,Test
7078797,5.0,8.0,Test
7471029,6.0,9.0,Control
9703028,5.0,8.0,Control
5523996,3.0,6.0,Control
4359068,4.0,7.0,Control
820928,0.0,3.0,Test
2725090,6.0,9.0,Test
694557,4.0,7.0,Control
6965031,6.0,9.0,Test
4228267,0.0,3.0,Test
9127572,1.0,4.0,Control
7338123,6.0,9.0,Test
7567200,2.0,5.0,Test
9066078,0.0,3.0,Test
9164530,6.0,9.0,Control
8808861,6.0,9.0,Test
3883841,6.0,9.0,Control
7702990,6.0,9.0,Control
4281351,5.0,8.0,Test
2946761,6.0,9.0,Control
2056783,6.0,9.0,Test
5117722,2.0,5.0,Control
2837581,6.0,9.0,Control
9250072,3.0,6.0,Test
5572700,5.0,8.0,Control
9128344,2.0,5.0,Test
4958603,2.0,5.0,Control
9356001,6.0,9.0,Test
871456,1.0,4.0,Test
1114136,1.0,4.0,Test
2941700,3.0,6.0,Control
5440461,5.0,8.0,Test
5125145,5.0,8.0,Test
5422640,6.0,9.0,Test
4555481,6.0,9.0,Test
2711899,4.0,7.0,Test
2026269,5.0,8.0,Control
5292917,0.0,3.0,Test
9395640,4.0,7.0,Test
6629042,6.0,9.0,Test
5784824,2.0,5.0,Test
1021747,6.0,9.0,Test
9917847,0.0,3.0,Control
8253457,6.0,9.0,Test
5756542,1.0,4.0,Test
420722,6.0,9.0,Test
2672778,6.0,9.0,Test
7743685,5.0,8.0,Control
6634404,0.0,3.0,Test
8635180,0.0,3.0,Test
1043977,2.0,5.0,Control
3118099,2.0,6.0,Control
7255337,3.0,6.0,Test
5709603,6.0,9.0,Control
1632043,0.0,3.0,Control
4840383,6.0,9.0,Control
7604827,1.0,4.0,Control
8965111,5.0,8.0,Control
4930919,3.0,6.0,Test
5844624,2.0,5.0,Control
4553178,1.0,4.0,Test
908415,6.0,9.0,Test
5329342,3.0,6.0,Test
5384175,0.0,3.0,Test
298708,0.0,3.0,Test
5288278,6.0,9.0,Control
3426745,0.0,3.0,Control
6327393,1.0,4.0,Control
1253720,3.0,6.0,Test
2564522,5.0,8.0,Control
3677919,2.0,5.0,Test
739719,6.0,9.0,Control
3520813,1.0,4.0,Test
997399,5.0,8.0,Test
5512376,4.0,7.0,Test
381123,5.0,8.0,Control
3492418,0.0,3.0,Control
5478485,0.0,3.0,Control
3320860,1.0,4.0,Test
9747569,4.0,8.0,Control
3087316,1.0,4.0,Control
8396883,1.0,4.0,Control
3122747,3.0,6.0,Test
8116430,0.0,3.0,Control
4766085,3.0,6.0,Control
9446994,4.0,7.0,Control
8013938,0.0,3.0,Test
3367659,5.0,8.0,Control
7596360,2.0,5.0,Test
8734008,3.0,6.0,Test
5395357,1.0,4.0,Test
7464571,2.0,5.0,Test
7225109,1.0,4.0,Test
4813412,3.0,6.0,Control
5370358,2.0,5.0,Test
2274274,6.0,9.0,Test
8587544,0.0,3.0,Test
1364549,3.0,6.0,Control
6159830,0.0,3.0,Test
3459755,3.0,6.0,Control
7103902,1.0,4.0,Control
2624301,1.0,4.0,Test
4794303,0.0,3.0,Test
6578081,0.0,3.0,Control
4645579,3.0,6.0,Test
4506778,3.0,6.0,Control
8016554,1.0,4.0,Control
3243523,6.0,9.0,Control
8942980,4.0,7.0,Control
730405,4.0,7.0,Test
1749073,6.0,9.0,Test
1035115,1.0,4.0,Control
7788941,3.0,6.0,Test
1130005,0.0,3.0,Control
9246043,0.0,3.0,Test
6641842,6.0,9.0,Control
8782604,2.0,5.0,Control
955510,6.0,9.0,Control
3857653,5.0,8.0,Control
7558828,0.0,3.0,Control
2614999,1.0,4.0,Control
2615146,6.0,9.0,Control
2341335,6.0,9.0,Test
485243,0.0,3.0,Test
184211,6.0,9.0,Control
8946966,1.0,4.0,Test
7026181,2.0,5.0,Control
180953,1.0,4.0,Control
1231545,6.0,9.0,Control
7113920,2.0,5.0,Test
2489153,3.0,6.0,Control
382031,2.0,5.0,Test
5862916,6.0,9.0,Control
4388792,6.0,9.0,Test
365534,1.0,4.0,Test
5443224,6.0,9.0,Test
915584,6.0,9.0,Test
3351731,6.0,9.0,Test
7802281,5.0,8.0,Test
5251521,6.0,9.0,Test
8666597,4.0,7.0,Test
8516896,0.0,3.0,Control
697367,6.0,9.0,Test
68884,0.0,3.0,Test
2262795,1.0,4.0,Control
1767556,1.0,4.0,Control
583178,0.0,3.0,Test
4005943,2.0,5.0,Control
7875563,6.0,9.0,Test
7730434,1.0,4.0,Test
6480779,2.0,5.0,Control
4075614,0.0,3.0,Test
6820760,2.0,5.0,Control
8448994,4.0,7.0,Control
2455230,6.0,9.0,Test
2013589,1.0,4.0,Control
706633,5.0,8.0,Control
7146447,0.0,3.0,Test
8798951,3.0,6.0,Test
3918324,0.0,3.0,Control
227631,6.0,9.0,Test
7034055,0.0,3.0,Test
3077159,6.0,9.0,Test
9885354,3.0,6.0,Test
9080510,6.0,9.0,Control
8446580,3.0,6.0,Control
3983999,4.0,7.0,Control
6273703,5.0,8.0,Control
6602198,0.0,3.0,Test
7864436,2.0,5.0,Control
7379864,2.0,5.0,Test
8600021,2.0,5.0,Test
7343195,2.0,5.0,Control
3133081,5.0,8.0,Test
7582334,3.0,6.0,Control
6303727,0.0,3.0,Control
5947606,5.0,8.0,Test
3696702,0.0,3.0,Test
5549078,5.0,8.0,Control
7523230,2.0,5.0,Control
2831054,6.0,9.0,Test
4870498,4.0,7.0,Control
8864617,4.0,7.0,Control
8485850,2.0,5.0,Test
1768510,3.0,6.0,Test
1074213,0.0,3.0,Test
4329407,2.0,5.0,Control
2555492,5.0,8.0,Control
2163565,2.0,5.0,Control
8249112,3.0,6.0,Control
245312,0.0,3.0,Test
235342,2.0,5.0,Test
4796449,5.0,8.0,Test
4451419,5.0,8.0,Test
4862279,0.0,3.0,Test
8180806,5.0,8.0,Control
3364820,0.0,3.0,Control
4094074,1.0,4.0,Control
6553545,6.0,9.0,Test
5515403,0.0,3.0,Control
9303153,6.0,9.0,Control
2938904,1.0,4.0,Test
2183344,6.0,9.0,Control
8974238,1.0,4.0,Test
399694,1.0,4.0,Test
1990754,6.0,9.0,Control
4265479,0.0,3.0,Control
7336937,2.0,5.0,Test
1399670,2.0,5.0,Control
2163599,6.0,9.0,Control
6717584,6.0,9.0,Test
787475,3.0,6.0,Test
4121121,4.0,7.0,Test
7045777,2.0,5.0,Test
9748419,0.0,3.0,Control
2941236,2.0,5.0,Test
8083850,0.0,3.0,Control
8480558,2.0,5.0,Test
4519687,6.0,9.0,Test
6458491,3.0,6.0,Control
8104971,1.0,4.0,Test
5760819,1.0,4.0,Test
4169017,2.0,5.0,Test
8466643,0.0,3.0,Control
9784687,6.0,9.0,Control
8417006,2.0,5.0,Control
7192655,0.0,3.0,Test
8337216,2.0,5.0,Control
8358978,6.0,9.0,Test
6449665,6.0,9.0,Test
9314424,6.0,9.0,Control
4598561,2.0,5.0,Test
3891526,5.0,8.0,Control
7752227,6.0,9.0,Control
1956135,6.0,9.0,Test
4590842,6.0,9.0,Control
1402919,3.0,6.0,Test
520210,6.0,9.0,Test
4981076,1.0,4.0,Control
9718806,1.0,4.0,Control
1897201,3.0,6.0,Test
4116628,3.0,6.0,Test
8529806,0.0,3.0,Test
4488919,1.0,4.0,Control
5203357,6.0,9.0,Control
5300859,3.0,6.0,Test
9915602,1.0,4.0,Control
7975904,1.0,4.0,Test
1013311,1.0,4.0,Control
627034,2.0,5.0,Test
9618881,6.0,9.0,Control
8470229,6.0,9.0,Control
8077428,6.0,9.0,Test
3728776,5.0,8.0,Test
9396886,6.0,9.0,Control
3875362,6.0,9.0,Control
498135,5.0,8.0,Test
3905636,2.0,5.0,Test
9494036,5.0,8.0,Control
3675237,5.0,8.0,Control
4976954,0.0,3.0,Test
4249501,6.0,9.0,Control
1191060,6.0,9.0,Test
7872876,0.0,3.0,Test
2260897,2.0,5.0,Test
4951656,1.0,4.0,Control
8274026,2.0,5.0,Test
8705202,6.0,9.0,Control
4555479,0.0,3.0,Control
3330356,4.0,7.0,Control
8164502,1.0,4.0,Control
6273786,6.0,9.0,Test
8037795,0.0,3.0,Test
4204704,0.0,3.0,Control
9335897,1.0,4.0,Control
9884409,1.0,4.0,Control
324516,4.0,7.0,Control
9694436,4.0,7.0,Control
9579688,6.0,9.0,Test
7669585,2.0,5.0,Control
7220617,1.0,4.0,Test
2154918,6.0,9.0,Control
3933888,6.0,9.0,Test
9587816,4.0,7.0,Test
2810834,1.0,4.0,Test
9049428,0.0,3.0,Test
303136,0.0,3.0,Test
1681883,2.0,5.0,Control
2729855,0.0,3.0,Control
2047423,3.0,6.0,Test
9888783,6.0,9.0,Test
1388161,3.0,6.0,Test
3301388,5.0,8.0,Test
7661493,0.0,3.0,Test
4687647,6.0,9.0,Test
6317729,6.0,9.0,Test
6756415,0.0,3.0,Test
935970,4.0,7.0,Test
5110460,6.0,9.0,Test
5989315,3.0,6.0,Test
3440881,2.0,5.0,Test
2609648,5.0,8.0,Test
9296252,2.0,5.0,Control
4955203,6.0,9.0,Control
7365416,3.0,6.0,Control
4622079,2.0,5.0,Test
7258312,2.0,5.0,Control
3866816,0.0,3.0,Test
3329557,2.0,5.0,Test
1865145,1.0,4.0,Test
1560366,2.0,5.0,Test
6360420,6.0,9.0,Control
7773828,1.0,4.0,Test
225368,0.0,3.0,Control
6501008,1.0,4.0,Test
9763488,2.0,5.0,Test
187837,3.0,6.0,Control
5141512,6.0,9.0,Test
5925720,0.0,3.0,Test
8321082,6.0,9.0,Test
7680107,6.0,9.0,Control
3127596,6.0,9.0,Test
3094956,3.0,6.0,Test
9199470,4.0,7.0,Test
5593703,3.0,6.0,Test
4298159,1.0,5.0,Control
1419548,1.0,4.0,Test
3510441,5.0,8.0,Test
3885330,3.0,6.0,Test
9217020,1.0,4.0,Test
771782,0.0,3.0,Test
1186200,1.0,4.0,Control
1960366,1.0,4.0,Control
1111442,5.0,8.0,Test
8866819,0.0,3.0,Test
7537182,0.0,3.0,Test
8918252,6.0,9.0,Test
6704422,6.0,9.0,Test
3193675,5.0,8.0,Test
1932116,2.0,5.0,Test
9179402,5.0,8.0,Control
6218285,3.0,6.0,Test
3061563,1.0,4.0,Control
6243085,0.0,3.0,Control
2055561,2.0,5.0,Test
2007660,0.0,3.0,Test
6581705,4.0,7.0,Control
6356540,1.0,4.0,Test
2816918,3.0,6.0,Test
8364181,6.0,9.0,Control
2761754,6.0,9.0,Control
723833,6.0,9.0,Control
3496200,3.0,7.0,Test
3828662,0.0,3.0,Control
2944439,6.0,9.0,Test
6610689,2.0,5.0,Control
3815335,1.0,4.0,Test
2178579,6.0,9.0,Control
6724007,2.0,5.0,Control
6782743,5.0,8.0,Control
1149257,3.0,6.0,Control
2038365,0.0,3.0,Control
8038016,4.0,7.0,Control
3071281,5.0,8.0,Test
7047631,1.0,4.0,Test
8964656,3.0,6.0,Test
4298961,4.0,7.0,Test
4814310,5.0,8.0,Control
2691460,3.0,6.0,Test
4467366,0.0,3.0,Control
5298248,4.0,7.0,Control
7184566,5.0,8.0,Test
3097081,1.0,4.0,Control
3595560,2.0,5.0,Control
3596606,0.0,3.0,Test
9383164,0.0,3.0,Test
8470681,1.0,4.0,Control
7468471,2.0,5.0,Control
2441162,6.0,9.0,Test
9045071,1.0,4.0,Test
5118223,1.0,4.0,Test
8230433,4.0,7.0,Control
3476526,1.0,4.0,Test
6622347,1.0,4.0,Control
7985520,4.0,7.0,Test
2755280,4.0,7.0,Test
9785209,6.0,9.0,Test
9257507,6.0,9.0,Control
5074993,6.0,9.0,Test
9293728,1.0,4.0,Test
7825997,5.0,8.0,Control
1941272,6.0,9.0,Test
524287,2.0,5.0,Test
7182636,3.0,6.0,Test
955346,6.0,9.0,Control
4494169,0.0,3.0,Test
9184029,0.0,3.0,Control
6053418,1.0,6.0,Control
1289168,0.0,3.0,Control
9034983,5.0,8.0,Control
930489,6.0,9.0,Test
8308691,0.0,3.0,Control
8691545,1.0,4.0,Control
6264313,6.0,9.0,Control
657728,3.0,7.0,Control
517259,0.0,3.0,Control
7898130,0.0,3.0,Control
4639855,5.0,8.0,Test
1496620,6.0,9.0,Test
4206279,5.0,8.0,Control
7572525,6.0,9.0,Test
1749085,0.0,3.0,Control
7527567,6.0,9.0,Test
9989135,5.0,8.0,Test
1434291,4.0,7.0,Test
9942183,6.0,9.0,Test
9560411,0.0,3.0,Control
4760178,6.0,9.0,Control
8544346,0.0,3.0,Control
8180884,1.0,4.0,Control
5931429,0.0,3.0,Test
7425878,4.0,7.0,Test
6051453,2.0,5.0,Control
2873709,1.0,4.0,Control
3555541,0.0,3.0,Test
2102662,0.0,3.0,Test
5177200,4.0,7.0,Control
5288701,3.0,6.0,Test
333023,3.0,6.0,Test
7867919,4.0,7.0,Test
4451377,2.0,5.0,Test
8835332,0.0,3.0,Control
3417318,6.0,9.0,Test
6018149,2.0,5.0,Control
1264053,4.0,7.0,Control
4803418,6.0,9.0,Test
1212878,6.0,9.0,Test
9895741,6.0,9.0,Control
7555239,6.0,9.0,Control
7872924,1.0,4.0,Test
8882046,2.0,5.0,Test
7674939,1.0,4.0,Test
299563,3.0,6.0,Control
9804328,2.0,5.0,Test
2978551,3.0,6.0,Control
5048422,1.0,4.0,Control
9707635,6.0,9.0,Test
691929,6.0,9.0,Test
3277706,0.0,3.0,Control
5632990,3.0,6.0,Test
8592146,3.0,6.0,Control
2244163,2.0,5.0,Test
4618075,3.0,6.0,Test
3369335,2.0,5.0,Control
9543769,3.0,6.0,Control
2594508,5.0,8.0,Test
5644149,3.0,6.0,Control
9062666,1.0,4.0,Test
9793774,0.0,3.0,Test
198932,0.0,3.0,Control
5287180,3.0,6.0,Test
6510398,4.0,7.0,Control
8864420,6.0,9.0,Control
5082509,6.0,9.0,Test
187547,1.0,4.0,Test
6212159,3.0,6.0,Test
1783253,6.0,9.0,Test
2456828,0.0,3.0,Control
5360482,6.0,9.0,Control
1330590,3.0,6.0,Test
6100621,2.0,5.0,Control
4085154,2.0,5.0,Test
