client_id,seniority_per_years,age,gender,number_of_accounts,balance,Variation
3612014,8.0,50.5,M,2.0,65736.79999999999,Test
1466000,7.0,46.5,U,2.0,38744.0,Test
319807,6.0,56.0,U,2.0,29002.36,Control
7239256,13.0,45.0,F,2.0,66024.18,Control
6951341,5.0,22.5,U,2.0,45034.65,Test
465982,15.0,45.0,M,2.0,53065.75,Test
9189058,9.0,63.5,F,2.0,99764.16,Control
9650790,8.0,61.5,U,2.0,34946.27,Test
1284080,5.0,72.5,U,2.0,121529.4,Control
8220893,14.0,49.0,M,2.0,42100.57,Control
4069070,6.0,32.5,U,2.0,59916.62,Control
1936,5.0,26.5,M,2.0,52447.9,Test
5184711,16.0,38.0,M,2.0,168850.03999999998,Control
1390367,6.0,24.5,U,2.0,78061.98999999999,Control
89052,15.0,49.5,M,2.0,43000.55,Control
924425,5.0,56.0,U,2.0,36137.88,Control
3039602,15.0,46.5,F,2.0,26402.18,Test
4446011,5.0,61.5,F,2.0,33673.83,Control
2062413,4.0,24.0,U,2.0,33633.81,Control
5077348,11.0,47.5,F,2.0,96858.37,Test
3097679,28.0,71.0,F,2.0,112687.66,Control
8006148,13.0,39.5,F,2.0,42803.77,Test
1694871,8.0,56.0,U,2.0,29901.83,Test
2307728,13.0,44.0,M,3.0,169796.46999999997,Test
956435,13.0,54.5,M,2.0,102044.64,Control
113597,9.0,31.0,F,2.0,90741.84,Test
551983,9.0,59.5,F,2.0,169043.47999999998,Control
4276315,8.0,54.5,U,2.0,302606.95,Test
6394395,6.0,29.0,U,2.0,640855.88,Control
1126310,8.0,31.0,U,2.0,38284.56,Test
3250807,6.0,27.0,U,2.0,26852.6,Control
969174,13.0,59.0,F,2.0,33041.31,Control
9725581,4.0,24.0,U,2.0,45894.97,Test
4231775,5.0,24.0,U,2.0,58997.59,Test
4968581,5.0,32.5,F,2.0,45280.87,Test
7590829,10.0,67.5,M,3.0,551246.9800000001,Control
5723120,5.0,32.0,F,2.0,30402.31,Control
5162796,10.0,24.5,M,3.0,53261.55,Test
1947956,22.0,43.0,U,3.0,1820906.65,Test
3019916,17.0,67.0,M,2.0,245359.39,Control
4315722,26.0,64.5,F,2.0,66232.84,Test
7207515,6.0,33.5,U,2.0,59661.32,Test
760554,10.0,34.5,M,3.0,133498.32,Test
8696517,7.0,64.0,U,2.0,32382.92,Control
4176656,4.0,50.5,U,4.0,64075.8,Test
4183269,23.0,50.5,M,2.0,68652.03,Control
6199279,23.0,76.5,F,2.0,173587.45,Test
6650440,21.0,52.5,M,3.0,81010.37,Test
3983119,17.0,72.0,M,3.0,139001.32,Control
3418053,17.0,60.5,M,2.0,88621.62,Test
8027229,5.0,34.0,F,2.0,29630.18,Test
9752962,18.0,57.5,F,2.0,82326.13,Control
2465411,5.0,27.0,U,2.0,31486.97,Test
5023867,18.0,73.5,F,2.0,76883.12,Control
4750401,16.0,48.5,F,2.0,184759.95,Test
8530901,9.0,54.0,F,2.0,81389.98999999999,Control
5742800,7.0,27.0,U,2.0,41450.98,Control
6729737,16.0,30.0,M,2.0,86197.43,Control
5133374,8.0,34.0,U,2.0,29253.51,Control
8253552,6.0,42.5,U,2.0,28045.96,Test
5783371,15.0,58.5,F,2.0,500995.77,Test
7721395,7.0,63.0,M,2.0,493986.38,Test
4800593,13.0,64.0,M,3.0,38817.23,Test
6849764,17.0,43.0,F,2.0,89356.01,Control
1486086,12.0,52.0,F,2.0,28768.67,Test
6986382,15.0,53.0,M,2.0,286973.4,Test
5883378,33.0,64.5,F,2.0,23815.57,Test
1805764,14.0,20.0,U,2.0,25446.46,Control
3907538,28.0,66.5,M,2.0,117512.3,Test
5883791,5.0,61.0,U,2.0,32517.95,Test
3960029,8.0,33.5,M,2.0,82314.54999999999,Test
5273168,14.0,69.0,F,2.0,64492.2,Control
549987,7.0,52.0,U,2.0,731825.3200000001,Control
4097289,34.0,76.0,M,3.0,555496.0700000001,Test
7000312,26.0,22.0,M,2.0,40760.58,Test
6583985,27.0,66.5,M,3.0,172934.40000000002,Control
4378882,7.0,32.5,U,3.0,102462.07,Control
9682469,4.0,22.5,U,2.0,26715.58,Test
624085,12.0,61.0,M,2.0,75152.22,Control
6078015,15.0,77.0,M,2.0,43703.05,Test
5729005,6.0,55.5,U,2.0,49908.41,Control
9825833,9.0,58.5,M,2.0,66201.75,Control
1576746,7.0,39.5,U,2.0,86373.16,Test
2223269,5.0,30.0,U,2.0,58114.16,Test
8743022,8.0,46.0,U,2.0,48153.81,Test
2459169,15.0,61.5,F,2.0,154249.56,Test
2247921,6.0,71.5,U,2.0,36939.05,Control
1895406,14.0,53.5,F,2.0,25042.96,Test
6857321,28.0,68.0,F,2.0,121924.6,Test
7579546,5.0,44.5,U,2.0,188389.63,Control
1484808,24.0,44.0,F,2.0,63632.11,Control
118415,29.0,56.5,M,3.0,607775.8200000001,Control
6808836,21.0,57.5,F,3.0,145531.9,Test
6783693,21.0,52.0,F,2.0,181978.57,Control
7418208,21.0,53.0,M,2.0,174420.33000000002,Control
2429252,20.0,38.5,F,2.0,195091.9,Control
1018270,20.0,50.5,U,3.0,214009.5,Control
9283472,19.0,56.5,F,2.0,150390.96,Test
5479065,8.0,21.0,U,2.0,62494.17,Control
9310803,11.0,53.0,F,2.0,47870.76,Control
1444905,5.0,66.5,U,2.0,87440.6,Test
1195541,7.0,29.5,U,3.0,57505.73,Control
3476871,11.0,51.5,M,2.0,89363.74,Control
6230768,12.0,41.0,M,2.0,29720.46,Control
7181531,15.0,57.5,F,2.0,202559.45,Test
3971814,5.0,55.0,U,2.0,35560.57,Test
7665323,4.0,24.0,U,3.0,39257.86,Test
1866169,13.0,50.5,U,2.0,309606.34,Test
6898781,13.0,37.5,F,2.0,68594.04000000001,Test
2221946,9.0,32.5,M,3.0,73506.35,Test
1430088,5.0,56.5,U,2.0,37688.42,Control
8286068,10.0,59.0,F,2.0,41154.56,Control
4671078,23.0,56.5,F,4.0,183095.09000000003,Control
9711093,15.0,68.5,F,2.0,1233087.04,Test
8270441,8.0,30.0,M,2.0,92843.25,Control
3639133,10.0,35.5,F,2.0,54981.76,Control
4343302,35.0,64.5,F,2.0,241787.18,Test
1533341,10.0,55.0,F,3.0,577256.54,Control
6159612,14.0,56.5,F,2.0,39623.34,Control
2100717,9.0,64.5,M,2.0,78008.39,Control
4945232,33.0,65.0,M,2.0,208305.6,Test
5085135,15.0,37.5,M,3.0,226703.24,Test
8602786,5.0,31.5,F,2.0,60426.86,Test
4444742,14.0,26.5,M,2.0,41447.81,Test
3603721,13.0,75.5,F,2.0,42472.56,Control
3820374,15.0,70.5,F,2.0,45117.27,Control
529380,15.0,48.0,U,2.0,263562.48,Test
873622,5.0,20.0,U,2.0,31618.55,Test
8444187,13.0,63.0,M,2.0,46344.6,Control
6361221,35.0,69.0,F,2.0,127643.5,Test
1943211,8.0,29.0,M,2.0,36341.09,Test
4838456,14.0,31.0,F,2.0,28691.2,Control
5671184,10.0,31.0,F,3.0,110128.42,Control
4857012,6.0,42.5,U,2.0,30264.9,Control
9445016,3.0,42.0,U,2.0,56909.73,Control
7898021,4.0,53.0,U,2.0,483995.18,Test
9701979,5.0,44.0,U,2.0,35639.02,Control
542563,14.0,76.5,F,3.0,251843.76,Control
6457559,24.0,67.0,F,2.0,172166.81,Test
1286856,23.0,67.5,M,2.0,37410.0,Control
3096259,23.0,26.0,F,2.0,92735.11,Test
7278607,22.0,42.0,M,2.0,31114.85,Control
7215328,22.0,49.5,M,2.0,136804.2,Test
4279133,21.0,68.0,F,3.0,536326.9400000001,Test
9058949,20.0,62.0,F,2.0,205171.27,Test
4373565,18.0,57.5,F,2.0,92713.66,Test
4437808,10.0,38.5,M,2.0,144489.59999999998,Control
7639568,4.0,34.5,U,2.0,26120.31,Test
5254323,14.0,56.5,F,2.0,112538.23,Control
3630175,26.0,66.5,M,2.0,34908.47,Test
4600084,12.0,36.5,F,2.0,80993.83,Test
5437254,4.0,25.0,F,2.0,32514.65,Test
256199,13.0,56.0,F,3.0,719371.26,Control
7603857,6.0,52.5,U,2.0,58245.01,Control
1498304,13.0,57.5,M,2.0,97536.46,Test
8083597,17.0,40.5,M,2.0,87135.34,Test
3307059,6.0,60.5,F,2.0,302548.3,Test
1872085,6.0,28.0,U,2.0,32386.75,Control
3959756,16.0,67.5,M,2.0,211333.7,Control
3145003,4.0,58.5,U,2.0,35532.869999999995,Control
4730185,11.0,62.5,M,2.0,273126.42,Test
6089880,15.0,63.0,M,2.0,43113.36,Test
3920173,7.0,53.5,U,2.0,33888.96,Control
1476869,5.0,39.5,U,2.0,39408.41,Test
4818367,7.0,75.0,U,3.0,615548.56,Control
548028,7.0,64.5,U,2.0,38282.41,Control
5027502,16.0,33.5,F,2.0,55295.37,Test
8434228,13.0,58.0,M,2.0,172344.19,Test
2353745,9.0,36.0,M,2.0,30442.72,Control
6053599,10.0,47.0,F,2.0,619506.4400000001,Control
1825957,13.0,63.5,F,2.0,113419.98,Test
4085994,14.0,42.5,M,2.0,88120.04999999999,Control
546244,10.0,35.0,U,2.0,62378.22,Test
1260122,10.0,50.0,F,2.0,38304.73,Control
8254224,12.0,32.0,U,2.0,74434.32,Test
1425787,4.0,26.5,U,3.0,106857.78,Control
4082474,15.0,69.0,M,2.0,54838.53,Test
3399499,16.0,53.0,F,2.0,65631.95999999999,Test
3059225,28.0,72.0,F,3.0,94669.95,Test
5337833,7.0,54.5,U,2.0,76954.76999999999,Test
9155004,12.0,43.0,M,2.0,24145.34,Control
4807174,12.0,48.5,M,2.0,35940.24,Control
4797464,6.0,62.5,U,2.0,266444.16,Test
3555462,8.0,36.5,U,3.0,205650.31,Test
8342684,5.0,32.0,F,2.0,27595.81,Control
6147265,4.0,38.5,U,2.0,37597.83,Control
8609870,16.0,49.5,M,2.0,91774.41,Control
5225985,12.0,29.5,F,2.0,57432.89,Test
2844117,6.0,33.0,U,2.0,31165.1,Test
6351670,13.0,42.0,M,2.0,75828.84,Test
5995219,26.0,58.5,M,2.0,150338.34999999998,Test
4673092,24.0,73.5,F,4.0,87936.94,Test
4712253,23.0,75.5,F,3.0,2416888.09,Test
9485108,23.0,52.0,M,2.0,68980.34,Control
8366866,20.0,78.0,F,2.0,85603.58,Test
5597360,32.0,73.5,F,3.0,630721.79,Control
4145904,28.0,47.0,M,3.0,1680085.16,Control
7183287,26.0,44.0,F,2.0,94064.34,Control
8389957,15.0,56.0,F,2.0,48154.14,Test
3427205,8.0,51.0,U,2.0,108831.09,Control
1967815,6.0,37.5,U,2.0,35674.34,Control
5647696,26.0,55.0,F,2.0,311468.78,Control
7968992,6.0,27.0,U,3.0,52901.03,Control
9080796,10.0,24.0,M,2.0,78553.53,Test
2000438,7.0,41.5,U,2.0,73830.36,Control
6871774,6.0,45.5,U,2.0,57868.14,Control
6437044,12.0,67.0,F,2.0,49686.77,Control
9611285,17.0,55.5,M,2.0,90622.87,Test
9038995,8.0,28.0,U,2.0,35011.32,Control
9409836,24.0,53.5,M,2.0,325629.71,Control
8207575,13.0,36.5,F,2.0,133171.82,Control
2590485,14.0,57.5,M,2.0,27591.32,Test
2081780,13.0,30.5,M,3.0,53130.99,Test
5575459,5.0,29.5,F,2.0,25092.76,Test
1827023,6.0,24.0,U,3.0,30618.74,Test
4251934,8.0,20.5,U,2.0,61311.81,Control
7567165,13.0,60.5,F,2.0,46648.98,Control
8342480,7.0,53.5,F,3.0,73338.67,Test
6175380,7.0,64.0,U,2.0,33767.44,Control
5308804,7.0,58.0,U,2.0,35865.85,Control
9873188,8.0,50.0,U,2.0,39465.51,Control
2824912,13.0,46.0,U,2.0,113417.12,Control
4236961,8.0,47.5,U,2.0,246477.35,Test
6758365,14.0,69.5,F,2.0,40967.03,Control
5627725,4.0,80.0,U,2.0,99851.72,Test
4754246,5.0,64.5,U,2.0,1334420.26,Control
8106540,16.0,35.5,F,2.0,169577.39,Control
2353550,13.0,29.5,F,2.0,45682.8,Control
2949340,6.0,53.5,U,2.0,72983.92,Test
6826792,9.0,29.5,M,2.0,49441.16,Test
256308,11.0,68.0,M,2.0,428201.68,Control
6187864,13.0,55.0,F,2.0,174412.75,Control
5492724,10.0,35.5,F,2.0,45224.13,Control
2689588,7.0,72.5,M,2.0,472260.14,Test
8838068,16.0,55.5,M,2.0,100233.77,Control
2041578,9.0,29.5,F,2.0,68313.64,Test
8506693,5.0,59.0,U,2.0,265380.88,Control
4996294,4.0,17.5,U,2.0,30876.2,Test
9676457,6.0,53.5,U,2.0,87713.65,Test
8121036,5.0,30.5,U,2.0,42420.11,Test
6950389,16.0,57.5,M,2.0,86546.81,Test
9531788,12.0,80.0,F,2.0,237279.3,Control
7047205,5.0,19.5,U,2.0,29682.19,Test
9115963,12.0,51.5,F,2.0,79723.51999999999,Test
351093,6.0,28.5,U,2.0,56944.23,Control
5611197,7.0,73.5,U,2.0,95918.47,Test
8164330,24.0,24.5,F,2.0,33485.09,Control
8240010,22.0,55.0,M,2.0,49414.03,Test
7563717,22.0,61.5,F,2.0,116779.95,Test
4747441,21.0,65.5,M,4.0,650626.8300000001,Test
4094154,21.0,56.0,F,2.0,26606.53,Control
4069324,19.0,51.5,F,2.0,254150.29,Control
1837031,17.0,39.5,U,3.0,281055.61,Control
7512056,13.0,61.0,F,2.0,40083.27,Test
7038675,5.0,24.5,U,2.0,30265.76,Test
6271373,10.0,67.5,F,2.0,32360.51,Control
4457078,8.0,25.5,U,2.0,37692.7,Test
6616954,8.0,64.0,U,2.0,43766.73,Test
3707462,5.0,22.5,U,2.0,25244.72,Test
7861574,7.0,45.0,M,2.0,67191.79999999999,Test
9872674,10.0,23.5,M,2.0,54238.7,Control
6361144,13.0,55.0,M,2.0,52691.22,Control
660484,15.0,72.5,M,2.0,58602.61,Test
2556428,28.0,60.5,F,2.0,88355.82,Test
3583712,12.0,32.0,F,2.0,63173.08,Control
3364689,12.0,31.0,M,3.0,95559.06,Control
7126892,12.0,43.5,M,2.0,52563.41,Test
1336538,11.0,58.5,M,2.0,179782.96000000002,Test
3796106,15.0,60.0,M,2.0,180422.48,Test
3990344,13.0,40.5,F,2.0,27265.72,Control
2286797,5.0,75.5,U,4.0,482333.23,Test
2727344,10.0,49.5,M,2.0,258274.89,Test
9068531,29.0,68.0,M,3.0,511737.52,Test
9451034,7.0,63.0,U,2.0,700980.27,Test
8126956,4.0,28.5,U,2.0,27864.97,Control
8070244,6.0,28.5,U,2.0,31696.06,Test
9826969,16.0,52.5,F,2.0,30854.03,Control
5729629,13.0,46.0,M,2.0,281223.5,Control
5965083,11.0,25.0,M,2.0,24913.85,Control
7988559,11.0,28.5,M,2.0,52591.12,Test
8199978,14.0,52.0,M,2.0,46560.85,Test
957006,8.0,44.0,U,2.0,304940.55,Test
6684091,33.0,61.5,M,3.0,513671.86,Control
9058579,5.0,51.5,U,2.0,53269.42999999999,Control
9708601,23.0,63.0,U,2.0,45763.27,Control
8979924,22.0,56.0,F,2.0,195052.83,Test
4866504,22.0,56.5,F,2.0,177782.82,Test
2062515,22.0,66.5,F,3.0,96501.79,Test
7963969,22.0,54.5,M,3.0,460148.67,Test
6594759,21.0,72.0,F,2.0,37831.67,Control
5351307,19.0,47.0,F,2.0,74995.87,Control
5954807,19.0,42.5,F,2.0,26681.9,Test
1526732,18.0,47.0,M,2.0,131027.77,Control
33265,18.0,42.5,U,3.0,499871.06,Test
4830192,16.0,56.5,U,3.0,68142.14,Test
9772823,8.0,26.0,U,2.0,42778.53999999999,Control
6305110,10.0,31.5,M,2.0,67188.81,Control
1894800,5.0,52.5,U,2.0,33362.77,Test
7523205,5.0,37.5,F,2.0,36797.43,Test
4769605,6.0,56.0,U,2.0,56558.38,Control
229490,6.0,59.5,U,2.0,215323.41,Test
3540614,14.0,64.0,F,2.0,120155.97,Test
9367245,17.0,53.0,F,2.0,86199.89,Control
8894823,12.0,54.0,F,2.0,114579.55,Test
3071651,4.0,46.5,F,3.0,123616.46,Test
689136,10.0,58.5,M,2.0,177628.21999999997,Control
6281570,15.0,51.5,F,2.0,40832.7,Control
4471620,15.0,47.5,F,2.0,41178.69,Test
3500486,5.0,71.0,U,2.0,40000.27,Control
8109359,11.0,43.0,F,2.0,73499.83,Test
9658207,5.0,25.0,U,2.0,27487.92,Test
7159190,14.0,45.5,M,3.0,305040.06,Test
883254,9.0,58.5,M,2.0,36915.61,Test
882354,16.0,43.5,F,2.0,54060.07,Test
4075832,8.0,28.5,U,2.0,56645.58,Test
2648419,7.0,55.5,U,2.0,33722.83,Control
9678771,4.0,62.0,U,2.0,34236.06,Control
3526750,19.0,68.0,U,2.0,40489.38,Test
9584971,6.0,53.0,U,2.0,30067.36,Test
7798288,14.0,63.0,F,2.0,56578.39,Control
7928881,5.0,77.0,U,2.0,61401.37,Control
9364546,10.0,46.0,M,2.0,48135.82,Control
9657960,15.0,56.5,M,2.0,50722.94,Control
7596860,5.0,50.5,U,2.0,32450.94,Test
1211589,9.0,30.0,F,2.0,36155.7,Control
38275,5.0,57.0,U,2.0,27780.68,Test
694842,18.0,59.0,F,2.0,48894.03,Control
2936364,16.0,48.5,F,4.0,305265.38,Control
9574316,5.0,27.0,U,3.0,85512.97,Control
7340109,6.0,66.0,U,2.0,59826.9,Test
9714351,12.0,68.0,F,2.0,48467.78,Control
6829103,9.0,28.5,M,2.0,43190.48,Control
2745600,11.0,30.5,M,2.0,34072.97,Test
8890113,10.0,36.0,F,4.0,166075.18,Control
432803,10.0,50.0,F,2.0,112669.28,Control
9870057,15.0,37.0,F,2.0,177420.88,Control
8617185,10.0,72.0,F,2.0,206404.5,Test
9448917,11.0,67.5,F,2.0,51029.34,Test
9331460,6.0,29.0,U,2.0,115820.29,Test
1455162,7.0,47.0,U,2.0,78385.94,Control
4944394,15.0,46.0,M,3.0,168102.02000000002,Test
7017572,8.0,22.0,F,2.0,29197.62,Test
7233758,4.0,52.5,U,2.0,27106.36,Test
6543742,13.0,41.0,M,4.0,176655.63,Control
6365333,6.0,59.0,F,2.0,65858.04000000001,Test
9522035,5.0,41.0,F,2.0,33370.05,Control
2947410,21.0,68.0,M,2.0,554607.0900000001,Test
7780028,20.0,76.0,M,3.0,1170522.1,Control
6092556,18.0,22.0,M,3.0,56301.31,Control
1229236,9.0,28.0,M,4.0,34663.54,Test
1279165,8.0,48.0,U,3.0,83019.76999999999,Test
2386890,17.0,48.0,F,2.0,104272.7,Control
154458,6.0,42.0,U,2.0,57851.96,Control
1853288,13.0,50.0,F,2.0,35851.759999999995,Test
3029315,4.0,22.0,U,2.0,27900.15,Test
9651415,10.0,40.5,F,2.0,32894.71,Test
2560783,10.0,69.5,F,2.0,72460.85,Test
7789966,13.0,73.0,F,2.0,97518.33,Test
1518204,4.0,22.0,U,2.0,26739.75,Test
2467505,20.0,54.0,M,2.0,37144.56,Test
4495996,16.0,29.5,F,3.0,132392.94,Test
4791008,5.0,27.5,U,3.0,69168.53,Test
1235981,16.0,68.0,M,2.0,48862.55,Control
6257765,14.0,41.5,M,2.0,28155.7,Test
1676632,8.0,64.5,M,3.0,1030196.4,Test
9639697,10.0,83.0,F,2.0,46504.57,Test
6122115,13.0,29.0,F,2.0,80683.0,Control
4967715,15.0,57.0,F,2.0,35853.34,Test
5665278,12.0,50.5,M,2.0,55008.39,Control
805952,10.0,24.0,F,2.0,39415.22,Control
3429201,8.0,40.5,U,3.0,151152.36,Control
3088472,31.0,63.0,F,2.0,70001.61,Control
9974466,9.0,57.5,F,2.0,532825.34,Test
1902079,11.0,34.5,M,2.0,52289.53,Test
9166493,13.0,36.0,M,2.0,49767.11,Test
9359900,14.0,44.0,M,2.0,55395.38,Control
1979830,10.0,53.0,M,2.0,31817.16,Test
6249597,5.0,28.5,M,2.0,73343.09,Control
2092004,8.0,35.5,M,2.0,32010.91,Test
58456,15.0,61.0,U,2.0,33476.259999999995,Control
13831,16.0,42.0,F,3.0,241208.2,Control
2933245,5.0,25.5,U,2.0,25850.55,Test
3831391,10.0,51.0,F,2.0,587435.91,Test
4834157,6.0,25.0,U,2.0,45850.86,Control
4674314,9.0,55.0,F,3.0,148271.89,Test
2957681,22.0,67.0,F,2.0,77602.23,Control
5396631,4.0,61.5,F,2.0,37072.81,Control
9171585,23.0,65.5,M,2.0,44358.2,Test
5617700,23.0,71.5,F,2.0,52431.49,Test
3478239,22.0,59.5,F,3.0,431914.54,Test
5178522,22.0,69.5,F,2.0,36822.4,Test
257411,25.0,76.0,F,2.0,41967.92,Control
4636910,12.0,33.5,F,3.0,384056.82,Control
2390397,5.0,60.0,U,2.0,452653.8,Control
8965464,7.0,32.5,U,2.0,276955.8,Test
6034128,33.0,62.5,F,2.0,356252.46,Test
2276074,3.0,59.0,U,2.0,32682.04,Control
8943719,16.0,28.5,F,2.0,58875.2,Control
9154363,13.0,46.0,U,2.0,717944.5,Test
3390482,6.0,48.5,U,2.0,74329.67,Test
8252266,4.0,25.5,U,2.0,26387.76,Control
3638986,8.0,30.0,M,3.0,113341.11,Test
7638634,5.0,56.0,U,2.0,40283.63,Control
6112039,15.0,62.0,F,2.0,76568.2,Test
7732731,34.0,69.5,F,2.0,187642.95,Test
809046,26.0,54.0,F,2.0,104856.56,Test
170865,6.0,33.0,U,2.0,52452.02,Control
1932162,13.0,62.5,M,2.0,286077.5,Test
5194824,12.0,57.0,F,2.0,32898.649999999994,Test
80241,13.0,65.0,F,2.0,33963.69,Control
938268,30.0,67.5,M,3.0,2672736.07,Test
1189894,16.0,22.5,M,2.0,115173.8,Control
9690558,15.0,33.5,M,3.0,45821.1,Test
4634966,12.0,69.0,M,2.0,25617.42,Control
1042593,5.0,34.0,U,3.0,71841.73,Test
7273049,7.0,62.5,U,2.0,115327.88,Test
8577484,14.0,51.5,M,2.0,33758.75,Test
4046358,5.0,29.5,U,2.0,122031.43,Test
6331553,8.0,36.5,F,3.0,989257.72,Test
5887829,6.0,50.5,U,2.0,43160.81,Control
607427,8.0,38.5,F,2.0,25965.53,Control
962255,4.0,28.5,F,2.0,42644.19,Test
2918674,14.0,48.5,F,2.0,240142.15,Test
4219512,6.0,32.0,F,2.0,63033.51,Test
1435291,6.0,67.5,U,2.0,31848.09,Test
3912353,16.0,59.5,F,2.0,43642.37,Control
8475183,3.0,21.5,U,2.0,27116.69,Test
4022071,5.0,32.5,U,2.0,25048.03,Test
3535465,10.0,75.5,M,2.0,158016.46000000002,Test
9585752,9.0,55.5,F,2.0,147119.11,Control
1941452,6.0,33.0,U,2.0,55711.13,Test
4876243,21.0,57.5,U,2.0,53061.34,Test
6229944,21.0,50.5,U,2.0,226312.72,Test
4453835,19.0,32.0,M,3.0,136283.78,Test
8039,18.0,58.0,U,2.0,79960.0,Control
6829634,17.0,47.0,U,3.0,283002.3,Test
6968533,17.0,45.0,M,2.0,29572.91,Test
6938438,22.0,38.0,F,3.0,32150.45,Test
2345113,12.0,52.0,F,2.0,34777.18,Test
6319952,5.0,42.0,U,3.0,65032.84,Test
3008375,10.0,41.5,F,2.0,102428.72,Test
7075904,10.0,42.0,F,4.0,264219.09,Control
1981903,6.0,58.0,U,2.0,164496.94,Test
9316616,29.0,33.5,F,4.0,253476.2,Test
4601637,6.0,29.0,U,2.0,67202.44,Test
7966006,3.0,45.0,U,2.0,36608.5,Test
8964788,16.0,62.5,F,2.0,100350.11,Test
9615383,32.0,47.0,M,2.0,45727.71,Control
7052152,28.0,24.0,M,2.0,681851.0800000001,Test
8027961,20.0,68.5,M,2.0,141267.22,Test
5815644,7.0,25.5,U,2.0,61571.26,Control
5812262,6.0,32.0,U,3.0,51357.86,Test
615245,13.0,66.0,M,2.0,32323.04,Control
610964,31.0,58.0,F,2.0,603834.65,Control
3261503,9.0,57.0,M,3.0,80625.31,Control
3366510,6.0,49.5,U,2.0,105214.76,Test
9691746,4.0,38.0,U,2.0,66913.03,Control
1061310,11.0,31.5,M,2.0,100635.83,Control
2707817,15.0,80.0,M,2.0,28604.36,Test
8967374,8.0,31.0,F,2.0,53266.86,Test
7717237,6.0,40.0,U,3.0,74878.2,Control
1064769,13.0,55.5,M,2.0,65881.35,Test
7758352,13.0,29.5,M,2.0,59560.3,Test
5394104,7.0,46.0,U,2.0,31910.93,Control
6030486,11.0,43.5,F,2.0,23798.77,Control
550793,7.0,27.5,U,2.0,32073.2,Test
7867689,11.0,41.0,F,2.0,108578.66,Test
3815125,14.0,61.0,M,2.0,372476.67,Test
5700235,6.0,54.5,F,2.0,180848.17,Control
2694902,8.0,56.0,M,2.0,663446.81,Control
6423460,17.0,56.0,M,3.0,1654536.75,Test
7550339,12.0,44.0,F,2.0,44234.39,Control
2065383,19.0,56.0,M,2.0,32024.11,Test
2778172,11.0,57.5,M,2.0,75227.51,Test
8315340,4.0,29.0,M,3.0,356945.72,Control
3877620,10.0,29.5,F,2.0,91819.19,Test
7749080,8.0,28.0,F,2.0,36908.07,Test
7193766,6.0,22.5,U,2.0,36907.51,Control
5624983,6.0,40.5,F,2.0,65284.82,Control
9887604,15.0,43.0,M,2.0,58962.42,Control
7320660,15.0,65.5,F,2.0,81117.20999999999,Test
631366,15.0,49.0,M,2.0,25001.95,Test
1282142,8.0,33.0,M,2.0,80168.6,Control
2706171,17.0,56.5,M,2.0,325036.97,Test
7162304,23.0,73.0,M,2.0,206006.34000000003,Control
6528518,23.0,72.5,M,3.0,73939.20999999999,Test
1835426,22.0,77.5,M,3.0,249444.74,Test
8095324,21.0,51.0,F,2.0,191007.81,Test
6106797,21.0,65.0,M,4.0,350010.87,Test
4740995,20.0,62.5,F,2.0,33980.68,Control
6049963,20.0,79.0,U,2.0,229280.72,Test
3780735,26.0,70.5,F,2.0,111955.07,Control
4972499,17.0,40.5,F,2.0,285949.28,Control
8013513,16.0,61.0,M,2.0,67880.23,Test
8262866,10.0,32.0,M,2.0,85067.56,Control
1634583,5.0,36.0,U,2.0,106828.6,Control
7018882,7.0,53.5,U,2.0,65614.86,Control
8334958,29.0,70.5,M,2.0,54917.73,Control
8525111,11.0,61.5,M,2.0,361758.2,Test
9436768,14.0,33.0,F,2.0,57675.7,Control
6594076,5.0,25.5,F,2.0,76013.87,Control
7197673,5.0,19.5,U,2.0,27834.81,Control
2557122,16.0,73.0,M,3.0,245010.75,Test
2681612,25.0,27.5,M,3.0,337093.46,Control
9235731,14.0,78.0,M,3.0,108712.15,Control
753410,14.0,59.0,F,2.0,42493.23,Test
2318565,7.0,51.5,U,2.0,116151.14,Test
1814949,9.0,46.5,F,2.0,29672.99,Test
3760660,19.0,49.5,M,2.0,129287.16,Control
5624781,7.0,38.5,U,2.0,27806.87,Control
6949145,15.0,30.5,F,2.0,25076.71,Control
7364879,5.0,25.0,U,2.0,38556.3,Control
1302897,18.0,58.5,M,2.0,41462.81,Test
7059880,16.0,44.0,F,3.0,35619.81,Control
9427939,16.0,67.0,M,2.0,631824.01,Control
8172442,19.0,51.5,M,2.0,48143.14,Control
4912795,10.0,31.5,F,2.0,39317.55,Test
7302525,5.0,63.5,U,2.0,35198.83,Control
6612005,6.0,51.0,U,2.0,84451.03,Test
2735258,16.0,66.5,F,2.0,69196.0,Test
1911636,10.0,33.0,F,2.0,130033.21,Control
4214883,11.0,73.0,M,2.0,70475.39,Test
1197861,16.0,40.0,F,2.0,70032.54999999999,Test
6764551,8.0,74.0,M,2.0,178159.82,Control
3797582,9.0,33.0,F,2.0,96033.0,Control
4527092,16.0,25.0,M,2.0,74879.26,Test
525775,11.0,73.5,M,2.0,823277.56,Control
2919562,21.0,72.0,M,2.0,63231.87,Test
9254970,7.0,37.5,U,2.0,40634.09,Test
1140618,13.0,56.5,F,2.0,38905.63,Test
3874965,4.0,22.0,U,2.0,54413.26,Test
606139,14.0,39.5,U,2.0,30017.91,Test
4155707,25.0,61.0,F,2.0,42548.3,Test
